Resolved,PhysicalFilename,OriginalName,Hash,PhysicalSizeBytes,BundleListSizeBytes,PhysicalLastWriteTime,BundleListFlag,BundleListSource,BundleListLine,PhysicalFullPath
True,734bbb389c90b78c0554f29fb41b0ce5.bundle,maps_scenedata_5051.bundle,734bbb389c90b78c0554f29fb41b0ce5,32340,32340,31/10/2025 13:01:45,2,StreamingAssets/Bundle/BundleList.txt,20980,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\734bbb389c90b78c0554f29fb41b0ce5.bundle
True,e8c3bb70348b9826d223ee0b0c0fc3a7.bundle,maps_scenedata_1570.bundle,e8c3bb70348b9826d223ee0b0c0fc3a7,28845,28845,31/10/2025 13:01:42,2,StreamingAssets/Bundle/BundleList.txt,16619,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\e8c3bb70348b9826d223ee0b0c0fc3a7.bundle
True,184af2fb2b6440dc1eccb1cc7fc29d1a.bundle,maps_scenedata_1870.bundle,184af2fb2b6440dc1eccb1cc7fc29d1a,28675,28675,31/10/2025 13:01:42,2,StreamingAssets/Bundle/BundleList.txt,16593,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\184af2fb2b6440dc1eccb1cc7fc29d1a.bundle
True,625fa190a0ab543f6a7a6d8bc6437272.bundle,maps_scenedata_4001.bundle,625fa190a0ab543f6a7a6d8bc6437272,26870,26870,31/10/2025 13:01:42,2,StreamingAssets/Bundle/BundleList.txt,16290,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\625fa190a0ab543f6a7a6d8bc6437272.bundle
True,b0cb20c31facf026b87ea77353f55612.bundle,maps_scenedata_1541.bundle,b0cb20c31facf026b87ea77353f55612,18272,18272,31/10/2025 13:01:39,2,StreamingAssets/Bundle/BundleList.txt,13275,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\b0cb20c31facf026b87ea77353f55612.bundle
True,74d602ebd25a4388922a17ec33fc09a9.bundle,maps_scenedata_3002.bundle,74d602ebd25a4388922a17ec33fc09a9,5798,5798,31/10/2025 13:01:24,2,StreamingAssets/Bundle/BundleList.txt,2806,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\74d602ebd25a4388922a17ec33fc09a9.bundle
True,850c9d43aaddd8312388ce3480fd2f69.bundle,maps_scenedata_1750.bundle,850c9d43aaddd8312388ce3480fd2f69,2913,2913,31/10/2025 13:00:59,2,StreamingAssets/Bundle/BundleList.txt,11580,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\850c9d43aaddd8312388ce3480fd2f69.bundle
True,9139d2a3e48c639f0ba863cb6fbdf2d6.bundle,lua_data_tools.bundle,9139d2a3e48c639f0ba863cb6fbdf2d6,2318,2318,09/04/2026 20:13:01,2,StreamingAssets/Bundle/BundleList.txt,22749,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\9139d2a3e48c639f0ba863cb6fbdf2d6.bundle
True,77d47a64b9ea1a55625eef117e1db1c5.bundle,lua_data_rewardscheme.bundle,77d47a64b9ea1a55625eef117e1db1c5,1518,1518,31/10/2025 12:59:55,2,StreamingAssets/Bundle/BundleList.txt,21057,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\77d47a64b9ea1a55625eef117e1db1c5.bundle
True,d7fc6f66685f198bf3ae736a0b946aed.bundle,lua_data_dynamicactivityticket.bundle,d7fc6f66685f198bf3ae736a0b946aed,1507,1507,31/10/2025 12:59:53,2,StreamingAssets/Bundle/BundleList.txt,21056,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\d7fc6f66685f198bf3ae736a0b946aed.bundle
True,7e1d9e8cf048eeb1d9ca10da51bd2191.bundle,maps_scenedata_3020.bundle,7e1d9e8cf048eeb1d9ca10da51bd2191,1212,1212,31/10/2025 12:58:52,2,StreamingAssets/Bundle/BundleList.txt,659,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\7e1d9e8cf048eeb1d9ca10da51bd2191.bundle
True,4d5db2f223f133c1fb416ef7de39def2.bundle,maps_scenedata_9999.bundle,4d5db2f223f133c1fb416ef7de39def2,1212,1212,31/10/2025 12:58:47,2,StreamingAssets/Bundle/BundleList.txt,555,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\4d5db2f223f133c1fb416ef7de39def2.bundle
True,17b26180f1fa2d95117601cd3ddf19b9.bundle,maps_scenedata_3030.bundle,17b26180f1fa2d95117601cd3ddf19b9,1212,1212,31/10/2025 12:58:40,2,StreamingAssets/Bundle/BundleList.txt,598,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\17b26180f1fa2d95117601cd3ddf19b9.bundle
True,5cd60300230c87d137e7c7b5a0af2cf9.bundle,maps_scenedata_3050.bundle,5cd60300230c87d137e7c7b5a0af2cf9,1212,1212,31/10/2025 12:58:49,2,StreamingAssets/Bundle/BundleList.txt,710,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\5cd60300230c87d137e7c7b5a0af2cf9.bundle
True,b9453ecaed9e36156cc7f65b90cc1b79.bundle,maps_scenedata_1000.bundle,b9453ecaed9e36156cc7f65b90cc1b79,1212,1212,31/10/2025 12:59:05,2,StreamingAssets/Bundle/BundleList.txt,4,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\b9453ecaed9e36156cc7f65b90cc1b79.bundle
True,995ccf2c81db535abb5a6ce7ddd6900c.bundle,maps_scenedata_1170.bundle,995ccf2c81db535abb5a6ce7ddd6900c,1212,1212,31/10/2025 12:58:58,2,StreamingAssets/Bundle/BundleList.txt,24,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\995ccf2c81db535abb5a6ce7ddd6900c.bundle
True,3f775aa9932483cf13a89d96d2f2f3b5.bundle,maps_scenedata_9997.bundle,3f775aa9932483cf13a89d96d2f2f3b5,1212,1212,31/10/2025 12:58:44,2,StreamingAssets/Bundle/BundleList.txt,754,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\3f775aa9932483cf13a89d96d2f2f3b5.bundle
True,61f72d0cbb6519add28327abcc88a694.bundle,maps_scenedata_8912.bundle,61f72d0cbb6519add28327abcc88a694,1211,1211,31/10/2025 13:00:08,2,StreamingAssets/Bundle/BundleList.txt,176,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\61f72d0cbb6519add28327abcc88a694.bundle
True,f2c3e7d707da10ac2856348e82308e0d.bundle,maps_scenedata_8169.bundle,f2c3e7d707da10ac2856348e82308e0d,1211,1211,31/10/2025 12:58:37,2,StreamingAssets/Bundle/BundleList.txt,509,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\f2c3e7d707da10ac2856348e82308e0d.bundle
True,5a90a27ecf919c23a44077e6e0c681e7.bundle,maps_scenedata_8925.bundle,5a90a27ecf919c23a44077e6e0c681e7,1211,1211,31/10/2025 12:59:58,2,StreamingAssets/Bundle/BundleList.txt,337,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\5a90a27ecf919c23a44077e6e0c681e7.bundle
True,a0aee366384d7bb0c1399ba97487cf79.bundle,maps_scenedata_4503.bundle,a0aee366384d7bb0c1399ba97487cf79,1211,1211,31/10/2025 12:58:16,2,StreamingAssets/Bundle/BundleList.txt,405,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\a0aee366384d7bb0c1399ba97487cf79.bundle
True,b83b2df863be5825542f13b96a834bdf.bundle,maps_scenedata_4019.bundle,b83b2df863be5825542f13b96a834bdf,1211,1211,31/10/2025 12:58:21,4,StreamingAssets/Bundle/BundleList.txt,21068,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\b83b2df863be5825542f13b96a834bdf.bundle
True,31e23119304816e47bfe1b8aad5bf060.bundle,maps_scenedata_4020.bundle,31e23119304816e47bfe1b8aad5bf060,1211,1211,22/01/2026 14:57:46,4,StreamingAssets/Bundle/BundleList.txt,22747,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\31e23119304816e47bfe1b8aad5bf060.bundle
True,e812f8b7a59c236d1273796285991c65.bundle,maps_scenedata_4511.bundle,e812f8b7a59c236d1273796285991c65,1211,1211,31/10/2025 12:58:29,2,StreamingAssets/Bundle/BundleList.txt,458,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\e812f8b7a59c236d1273796285991c65.bundle
True,372741d07328367ed2d2ec7a94996fdb.bundle,maps_scenedata_4512.bundle,372741d07328367ed2d2ec7a94996fdb,1211,1211,31/10/2025 12:59:42,2,StreamingAssets/Bundle/BundleList.txt,230,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\372741d07328367ed2d2ec7a94996fdb.bundle
True,7197cae89b040d07355589bf52263d45.bundle,maps_scenedata_8174.bundle,7197cae89b040d07355589bf52263d45,1211,1211,31/10/2025 12:58:06,2,StreamingAssets/Bundle/BundleList.txt,288,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\7197cae89b040d07355589bf52263d45.bundle
True,72d171413581caa0f4d7b5af0a1641ef.bundle,maps_scenedata_8913.bundle,72d171413581caa0f4d7b5af0a1641ef,1211,1211,31/10/2025 12:58:11,2,StreamingAssets/Bundle/BundleList.txt,457,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\72d171413581caa0f4d7b5af0a1641ef.bundle
True,400ecea2a29b4bc7d101ecd058580388.bundle,maps_scenedata_2011.bundle,400ecea2a29b4bc7d101ecd058580388,1210,1210,31/10/2025 12:59:30,2,StreamingAssets/Bundle/BundleList.txt,175,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\400ecea2a29b4bc7d101ecd058580388.bundle
True,1ed98bb6dfd3af9cba3b4092ac1f883b.bundle,maps_scenedata_2021.bundle,1ed98bb6dfd3af9cba3b4092ac1f883b,1205,1205,31/10/2025 12:59:19,2,StreamingAssets/Bundle/BundleList.txt,378,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\1ed98bb6dfd3af9cba3b4092ac1f883b.bundle
True,1f3b000cf20a3725865852028fc816a4.bundle,maps_scenedata_3070.bundle,1f3b000cf20a3725865852028fc816a4,1205,1205,31/10/2025 12:59:41,2,StreamingAssets/Bundle/BundleList.txt,664,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\1f3b000cf20a3725865852028fc816a4.bundle
True,85df3b09888f78af1edbbe213c28b423.bundle,maps_scenedata_8168.bundle,85df3b09888f78af1edbbe213c28b423,1205,1205,31/10/2025 12:58:31,2,StreamingAssets/Bundle/BundleList.txt,663,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\85df3b09888f78af1edbbe213c28b423.bundle
True,23d29ec4a8aa27996bc321828ebf8dd4.bundle,maps_scenedata_1590.bundle,23d29ec4a8aa27996bc321828ebf8dd4,1205,1205,31/10/2025 13:00:14,2,StreamingAssets/Bundle/BundleList.txt,740,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\23d29ec4a8aa27996bc321828ebf8dd4.bundle
True,8c88fbee7edf0284bb09fbcca74debe8.bundle,maps_scenedata_1550.bundle,8c88fbee7edf0284bb09fbcca74debe8,1205,1205,31/10/2025 12:58:47,2,StreamingAssets/Bundle/BundleList.txt,56,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\8c88fbee7edf0284bb09fbcca74debe8.bundle
True,456be8ce12dc1b25d2408b0df2dc1cd9.bundle,maps_scenedata_3001.bundle,456be8ce12dc1b25d2408b0df2dc1cd9,1205,1205,31/10/2025 12:58:14,2,StreamingAssets/Bundle/BundleList.txt,3,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\456be8ce12dc1b25d2408b0df2dc1cd9.bundle
True,37cc5a44874c0d7d8102775be1b83ac4.bundle,maps_scenedata_4010.bundle,37cc5a44874c0d7d8102775be1b83ac4,1205,1205,31/10/2025 12:58:06,2,StreamingAssets/Bundle/BundleList.txt,255,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\37cc5a44874c0d7d8102775be1b83ac4.bundle
True,f1e1a33e3896cf561ab7466b770e14a1.bundle,maps_scenedata_8888.bundle,f1e1a33e3896cf561ab7466b770e14a1,1205,1205,31/10/2025 12:59:20,2,StreamingAssets/Bundle/BundleList.txt,108,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\f1e1a33e3896cf561ab7466b770e14a1.bundle
True,95a0db33a18d275f63a7b9c55273ca4a.bundle,maps_scenedata_2061.bundle,95a0db33a18d275f63a7b9c55273ca4a,1205,1205,31/10/2025 12:59:04,2,StreamingAssets/Bundle/BundleList.txt,2,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\95a0db33a18d275f63a7b9c55273ca4a.bundle
True,58efbb7f61c54565430e3aad4166950f.bundle,maps_scenedata_4500.bundle,58efbb7f61c54565430e3aad4166950f,1205,1205,31/10/2025 12:58:20,2,StreamingAssets/Bundle/BundleList.txt,638,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\58efbb7f61c54565430e3aad4166950f.bundle
True,0c7c138e63a923f7c1cf9af2208f03ae.bundle,maps_scenedata_9998.bundle,0c7c138e63a923f7c1cf9af2208f03ae,1205,1205,31/10/2025 12:58:51,2,StreamingAssets/Bundle/BundleList.txt,515,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\0c7c138e63a923f7c1cf9af2208f03ae.bundle
True,be7411f33673ca2cd1211c5c4cb7e36e.bundle,maps_scenedata_8924.bundle,be7411f33673ca2cd1211c5c4cb7e36e,1205,1205,31/10/2025 12:59:15,2,StreamingAssets/Bundle/BundleList.txt,114,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\be7411f33673ca2cd1211c5c4cb7e36e.bundle
True,c1e7f3aea46e63d6ac74552d2d8cc41d.bundle,maps_scenedata_9996.bundle,c1e7f3aea46e63d6ac74552d2d8cc41d,1204,1204,31/10/2025 12:58:06,2,StreamingAssets/Bundle/BundleList.txt,662,C:\RO_SEA\RO_SEAGame\rox_Data\StreamingAssets\Bundle\c1e7f3aea46e63d6ac74552d2d8cc41d.bundle
