Category,MatchedTerms,AddressHex,AddressDec,Name,Signature,TypeSignature
RNG,Random,0x1e7db40,31972160,BehaviorDesigner.Runtime.Tasks.RandomSequence$$OnChildExecuted,"void BehaviorDesigner_Runtime_Tasks_RandomSequence__OnChildExecuted (BehaviorDesigner_Runtime_Tasks_RandomSequence_o* __this, int32_t childStatus, const MethodInfo* method);",viii
RNG,Random,0x1e7dba0,31972256,BehaviorDesigner.Runtime.Tasks.RandomSequence$$OnConditionalAbort,"void BehaviorDesigner_Runtime_Tasks_RandomSequence__OnConditionalAbort (BehaviorDesigner_Runtime_Tasks_RandomSequence_o* __this, int32_t childIndex, const MethodInfo* method);",viii
RNG,Random,0x1e7dc00,31972352,BehaviorDesigner.Runtime.Tasks.RandomSequence$$OnEnd,"void BehaviorDesigner_Runtime_Tasks_RandomSequence__OnEnd (BehaviorDesigner_Runtime_Tasks_RandomSequence_o* __this, const MethodInfo* method);",vii
RNG,Random,0x1e7d830,31971376,BehaviorDesigner.Runtime.Tasks.RandomSequence$$OnReset,"void BehaviorDesigner_Runtime_Tasks_RandomSequence__OnReset (BehaviorDesigner_Runtime_Tasks_RandomSequence_o* __this, const MethodInfo* method);",vii
RNG,Random,0x1e7dc60,31972448,BehaviorDesigner.Runtime.Tasks.RandomSequence$$ShuffleChilden,"void BehaviorDesigner_Runtime_Tasks_RandomSequence__ShuffleChilden (BehaviorDesigner_Runtime_Tasks_RandomSequence_o* __this, const MethodInfo* method);",vii
RNG,Random,0x1e7dd90,31972752,BehaviorDesigner.Runtime.Tasks.RandomSequence$$.ctor,"void BehaviorDesigner_Runtime_Tasks_RandomSequence___ctor (BehaviorDesigner_Runtime_Tasks_RandomSequence_o* __this, const MethodInfo* method);",vii
RNG,Random,0x1e7d490,31970448,BehaviorDesigner.Runtime.Tasks.RandomProbability$$OnAwake,"void BehaviorDesigner_Runtime_Tasks_RandomProbability__OnAwake (BehaviorDesigner_Runtime_Tasks_RandomProbability_o* __this, const MethodInfo* method);",vii
RNG,Random,0x1e7d540,31970624,BehaviorDesigner.Runtime.Tasks.RandomProbability$$OnUpdate,"int32_t BehaviorDesigner_Runtime_Tasks_RandomProbability__OnUpdate (BehaviorDesigner_Runtime_Tasks_RandomProbability_o* __this, const MethodInfo* method);",iii
RNG,Random,0x1e7d500,31970560,BehaviorDesigner.Runtime.Tasks.RandomProbability$$OnReset,"void BehaviorDesigner_Runtime_Tasks_RandomProbability__OnReset (BehaviorDesigner_Runtime_Tasks_RandomProbability_o* __this, const MethodInfo* method);",vii
RNG,Random,0x1e7d5b0,31970736,BehaviorDesigner.Runtime.Tasks.RandomProbability$$.ctor,"void BehaviorDesigner_Runtime_Tasks_RandomProbability___ctor (BehaviorDesigner_Runtime_Tasks_RandomProbability_o* __this, const MethodInfo* method);",vii
RNG,Random,0x1c347f0,29575152,BehaviorDesigner.Runtime.Tasks.Unity.UnityString.GetRandomString$$OnUpdate,"int32_t BehaviorDesigner_Runtime_Tasks_Unity_UnityString_GetRandomString__OnUpdate (BehaviorDesigner_Runtime_Tasks_Unity_UnityString_GetRandomString_o* __this, const MethodInfo* method);",iii
RNG,Random,0x19ce170,27058544,BehaviorDesigner.Runtime.Tasks.Unity.UnityString.GetRandomString$$OnReset,"void BehaviorDesigner_Runtime_Tasks_Unity_UnityString_GetRandomString__OnReset (BehaviorDesigner_Runtime_Tasks_Unity_UnityString_GetRandomString_o* __this, const MethodInfo* method);",vii
RNG,Random,0x16b6b90,23817104,BehaviorDesigner.Runtime.Tasks.Unity.UnityString.GetRandomString$$.ctor,"void BehaviorDesigner_Runtime_Tasks_Unity_UnityString_GetRandomString___ctor (BehaviorDesigner_Runtime_Tasks_Unity_UnityString_GetRandomString_o* __this, const MethodInfo* method);",vii
RNG,Random,0x1e7d170,31969648,BehaviorDesigner.Runtime.Tasks.Unity.Math.RandomBool$$OnUpdate,"int32_t BehaviorDesigner_Runtime_Tasks_Unity_Math_RandomBool__OnUpdate (BehaviorDesigner_Runtime_Tasks_Unity_Math_RandomBool_o* __this, const MethodInfo* method);",iii
RNG,Random,0x16b6b90,23817104,BehaviorDesigner.Runtime.Tasks.Unity.Math.RandomBool$$.ctor,"void BehaviorDesigner_Runtime_Tasks_Unity_Math_RandomBool___ctor (BehaviorDesigner_Runtime_Tasks_Unity_Math_RandomBool_o* __this, const MethodInfo* method);",vii
RNG,Random,0x1e7d260,31969888,BehaviorDesigner.Runtime.Tasks.Unity.Math.RandomFloat$$OnUpdate,"int32_t BehaviorDesigner_Runtime_Tasks_Unity_Math_RandomFloat__OnUpdate (BehaviorDesigner_Runtime_Tasks_Unity_Math_RandomFloat_o* __this, const MethodInfo* method);",iii
RNG,Random,0x1e7d1e0,31969760,BehaviorDesigner.Runtime.Tasks.Unity.Math.RandomFloat$$OnReset,"void BehaviorDesigner_Runtime_Tasks_Unity_Math_RandomFloat__OnReset (BehaviorDesigner_Runtime_Tasks_Unity_Math_RandomFloat_o* __this, const MethodInfo* method);",vii
RNG,Random,0x16b6b90,23817104,BehaviorDesigner.Runtime.Tasks.Unity.Math.RandomFloat$$.ctor,"void BehaviorDesigner_Runtime_Tasks_Unity_Math_RandomFloat___ctor (BehaviorDesigner_Runtime_Tasks_Unity_Math_RandomFloat_o* __this, const MethodInfo* method);",vii
RNG,Random,0x1e7d3b0,31970224,BehaviorDesigner.Runtime.Tasks.Unity.Math.RandomInt$$OnUpdate,"int32_t BehaviorDesigner_Runtime_Tasks_Unity_Math_RandomInt__OnUpdate (BehaviorDesigner_Runtime_Tasks_Unity_Math_RandomInt_o* __this, const MethodInfo* method);",iii
RNG,Random,0x1e7d340,31970112,BehaviorDesigner.Runtime.Tasks.Unity.Math.RandomInt$$OnReset,"void BehaviorDesigner_Runtime_Tasks_Unity_Math_RandomInt__OnReset (BehaviorDesigner_Runtime_Tasks_Unity_Math_RandomInt_o* __this, const MethodInfo* method);",vii
RNG,Random,0x16b6b90,23817104,BehaviorDesigner.Runtime.Tasks.Unity.Math.RandomInt$$.ctor,"void BehaviorDesigner_Runtime_Tasks_Unity_Math_RandomInt___ctor (BehaviorDesigner_Runtime_Tasks_Unity_Math_RandomInt_o* __this, const MethodInfo* method);",vii
RNG,Random,0xd1ddc0,13753792,FairyRandomActionHandler$$OnStateEnter,"void FairyRandomActionHandler__OnStateEnter (FairyRandomActionHandler_o* __this, UnityEngine_Animator_o* animator, UnityEngine_AnimatorStateInfo_o stateInfo, int32_t layerIndex, const MethodInfo* method);",viiiii
RNG,Random,0xd1de60,13753952,FairyRandomActionHandler$$OnStateExit,"void FairyRandomActionHandler__OnStateExit (FairyRandomActionHandler_o* __this, UnityEngine_Animator_o* animator, UnityEngine_AnimatorStateInfo_o stateInfo, int32_t layerIndex, const MethodInfo* method);",viiiii
RNG,Random,0xd1df00,13754112,FairyRandomActionHandler$$OnStateUpdate,"void FairyRandomActionHandler__OnStateUpdate (FairyRandomActionHandler_o* __this, UnityEngine_Animator_o* animator, UnityEngine_AnimatorStateInfo_o stateInfo, int32_t layerIndex, const MethodInfo* method);",viiiii
RNG,Random,0xd1dfe0,13754336,FairyRandomActionHandler$$.ctor,"void FairyRandomActionHandler___ctor (FairyRandomActionHandler_o* __this, const MethodInfo* method);",vii
RNG,Random,0xa304f0,10683632,PendantRandomActionHandler$$OnStateEnter,"void PendantRandomActionHandler__OnStateEnter (PendantRandomActionHandler_o* __this, UnityEngine_Animator_o* animator, UnityEngine_AnimatorStateInfo_o stateInfo, int32_t layerIndex, const MethodInfo* method);",viiiii
RNG,Random,0xa30710,10684176,PendantRandomActionHandler$$Update,"void PendantRandomActionHandler__Update (PendantRandomActionHandler_o* __this, const MethodInfo* method);",vii
RNG,Random,0xa30590,10683792,PendantRandomActionHandler$$OnStateExit,"void PendantRandomActionHandler__OnStateExit (PendantRandomActionHandler_o* __this, UnityEngine_Animator_o* animator, UnityEngine_AnimatorStateInfo_o stateInfo, int32_t layerIndex, const MethodInfo* method);",viiiii
RNG,Random,0xa30630,10683952,PendantRandomActionHandler$$OnStateUpdate,"void PendantRandomActionHandler__OnStateUpdate (PendantRandomActionHandler_o* __this, UnityEngine_Animator_o* animator, UnityEngine_AnimatorStateInfo_o stateInfo, int32_t layerIndex, const MethodInfo* method);",viiiii
RNG,Random,0xa30760,10684256,PendantRandomActionHandler$$.ctor,"void PendantRandomActionHandler___ctor (PendantRandomActionHandler_o* __this, const MethodInfo* method);",vii
REFINE,Refine|EquipRefine,0xdb1350,14357328,ToClientEquipRefineAoiResultNotify$$.ctor,"void ToClientEquipRefineAoiResultNotify___ctor (ToClientEquipRefineAoiResultNotify_o* __this, const MethodInfo* method);",vii
REFINE,Refine|EquipRefine,0xdb1000,14356480,ToClientEquipRefineAoiResultNotify$$Execute,"void ToClientEquipRefineAoiResultNotify__Execute (ToClientEquipRefineAoiResultNotify_o* __this, Dream_Game_WorldManager_o* world, const MethodInfo* method);",viii
REFINE,Refine|EquipRefine,0xdb1170,14356848,ToClientEquipRefineAoiResultNotify$$ParseFrom,"Dream_Game_BaseMessageAction_o* ToClientEquipRefineAoiResultNotify__ParseFrom (ToClientEquipRefineAoiResultNotify_o* __this, Google_Protobuf_ByteString_o* data, const MethodInfo* method);",iiii
REFINE,Refine|EquipRefine,0xdb1300,14357248,ToClientEquipRefineAoiResultNotify$$Reset,"void ToClientEquipRefineAoiResultNotify__Reset (ToClientEquipRefineAoiResultNotify_o* __this, const MethodInfo* method);",vii
REFINE,Refine|EquipRefine,0xdb1280,14357120,ToClientEquipRefineAoiResultNotify$$Release,"void ToClientEquipRefineAoiResultNotify__Release (ToClientEquipRefineAoiResultNotify_o* __this, const MethodInfo* method);",vii
RNG,Random,0x11cf050,18673744,KVConfigManager$$GetRandomCarrierSitSound,"System_String_o* KVConfigManager__GetRandomCarrierSitSound (KVConfigManager_o* __this, const MethodInfo* method);",iii
RNG,Random,0x11ce4d0,18670800,KVConfigManager$$GetMumaRandomSound,"System_String_o* KVConfigManager__GetMumaRandomSound (KVConfigManager_o* __this, const MethodInfo* method);",iii
RNG,Random,0xcb4c80,13323392,RandomPlayAnimation$$RandomPlay,"void RandomPlayAnimation__RandomPlay (RandomPlayAnimation_o* __this, const MethodInfo* method);",vii
RNG,Random,0xcb4d70,13323632,RandomPlayAnimation$$Start,"void RandomPlayAnimation__Start (RandomPlayAnimation_o* __this, const MethodInfo* method);",vii
RNG,Random,0xcb4e10,13323792,RandomPlayAnimation$$Update,"void RandomPlayAnimation__Update (RandomPlayAnimation_o* __this, const MethodInfo* method);",vii
RNG,Random,0xcb4fa0,13324192,RandomPlayAnimation$$.ctor,"void RandomPlayAnimation___ctor (RandomPlayAnimation_o* __this, const MethodInfo* method);",vii
RNG,Random,0x19fd430,27251760,TSingletonComponent<RandomWind>$$Awake,"void TSingletonComponent_RandomWind___Awake (TSingletonComponent_RandomWind__o* __this, const MethodInfo_19FD430* method);",vii
RNG,Random,0x19fe020,27254816,TSingletonComponent<RandomWind>$$OnDestroy,"void TSingletonComponent_RandomWind___OnDestroy (TSingletonComponent_RandomWind__o* __this, const MethodInfo_19FE020* method);",vii
RNG,Random,0x19fe010,27254800,TSingletonComponent<RandomWind>$$Init,"void TSingletonComponent_RandomWind___Init (TSingletonComponent_RandomWind__o* __this, const MethodInfo_19FE010* method);",vii
RNG,Random,0x19fe190,27255184,TSingletonComponent<RandomWind>$$.ctor,"void TSingletonComponent_RandomWind____ctor (TSingletonComponent_RandomWind__o* __this, const MethodInfo_19FE190* method);",vii
LUCK_PRAY_BLESS,Luck,0x16a6990,23751056,Cc.Thedream.Mmo.Protocal.BattlePlan$$get_Luck,"uint32_t Cc_Thedream_Mmo_Protocal_BattlePlan__get_Luck (Cc_Thedream_Mmo_Protocal_BattlePlan_o* __this, const MethodInfo* method);",iii
LUCK_PRAY_BLESS,Luck,0x16a7910,23755024,Cc.Thedream.Mmo.Protocal.BattlePlan$$set_Luck,"void Cc_Thedream_Mmo_Protocal_BattlePlan__set_Luck (Cc_Thedream_Mmo_Protocal_BattlePlan_o* __this, uint32_t value, const MethodInfo* method);",viii
REFINE,Refine,0x1175ee0,18308832,Cc.Thedream.Mmo.Protocal.Equipment$$get_RefineLevel,"uint32_t Cc_Thedream_Mmo_Protocal_Equipment__get_RefineLevel (Cc_Thedream_Mmo_Protocal_Equipment_o* __this, const MethodInfo* method);",iii
REFINE,Refine,0x1176a80,18311808,Cc.Thedream.Mmo.Protocal.Equipment$$set_RefineLevel,"void Cc_Thedream_Mmo_Protocal_Equipment__set_RefineLevel (Cc_Thedream_Mmo_Protocal_Equipment_o* __this, uint32_t value, const MethodInfo* method);",viii
REFINE,EquipmentSmallLevelExp,0x116de20,18275872,Cc.Thedream.Mmo.Protocal.EquipmentSmallLevelExpInfo$$get_Parser,Google_Protobuf_MessageParser_EquipmentSmallLevelExpInfo__o* Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo__get_Parser (const MethodInfo* method);,ii
REFINE,EquipmentSmallLevelExp,0x116dc50,18275408,Cc.Thedream.Mmo.Protocal.EquipmentSmallLevelExpInfo$$get_Descriptor,Google_Protobuf_Reflection_MessageDescriptor_o* Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo__get_Descriptor (const MethodInfo* method);,ii
REFINE,EquipmentSmallLevelExp,0x116df30,18276144,Cc.Thedream.Mmo.Protocal.EquipmentSmallLevelExpInfo$$pb::Google.Protobuf.IMessage.get_Descriptor,"Google_Protobuf_Reflection_MessageDescriptor_o* Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo__pb__Google_Protobuf_IMessage_get_Descriptor (Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo_o* __this, const MethodInfo* method);",iii
REFINE,EquipmentSmallLevelExp,0x116db40,18275136,Cc.Thedream.Mmo.Protocal.EquipmentSmallLevelExpInfo$$.ctor,"void Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo___ctor (Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo_o* __this, const MethodInfo* method);",vii
REFINE,EquipmentSmallLevelExp,0x116db90,18275216,Cc.Thedream.Mmo.Protocal.EquipmentSmallLevelExpInfo$$.ctor,"void Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo___ctor (Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo_o* __this, Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo_o* other, const MethodInfo* method);",viii
REFINE,EquipmentSmallLevelExp,0x116d090,18272400,Cc.Thedream.Mmo.Protocal.EquipmentSmallLevelExpInfo$$Clone,"Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo_o* Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo__Clone (Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo_o* __this, const MethodInfo* method);",iii
REFINE,Refine|EquipmentSmallLevelExp,0x116de90,18275984,Cc.Thedream.Mmo.Protocal.EquipmentSmallLevelExpInfo$$get_RefineLevel,"int32_t Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo__get_RefineLevel (Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo_o* __this, const MethodInfo* method);",iii
REFINE,Refine|EquipmentSmallLevelExp,0x116e1a0,18276768,Cc.Thedream.Mmo.Protocal.EquipmentSmallLevelExpInfo$$set_RefineLevel,"void Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo__set_RefineLevel (Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo_o* __this, int32_t value, const MethodInfo* method);",viii
REFINE,EquipmentSmallLevelExp,0x116dd80,18275712,Cc.Thedream.Mmo.Protocal.EquipmentSmallLevelExpInfo$$get_Level,"int32_t Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo__get_Level (Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo_o* __this, const MethodInfo* method);",iii
REFINE,EquipmentSmallLevelExp,0x116e0e0,18276576,Cc.Thedream.Mmo.Protocal.EquipmentSmallLevelExpInfo$$set_Level,"void Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo__set_Level (Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo_o* __this, int32_t value, const MethodInfo* method);",viii
REFINE,EquipmentSmallLevelExp,0x116dce0,18275552,Cc.Thedream.Mmo.Protocal.EquipmentSmallLevelExpInfo$$get_Exp,"int32_t Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo__get_Exp (Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo_o* __this, const MethodInfo* method);",iii
REFINE,EquipmentSmallLevelExp,0x116e020,18276384,Cc.Thedream.Mmo.Protocal.EquipmentSmallLevelExpInfo$$set_Exp,"void Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo__set_Exp (Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo_o* __this, int32_t value, const MethodInfo* method);",viii
REFINE,EquipmentSmallLevelExp,0x116d270,18272880,Cc.Thedream.Mmo.Protocal.EquipmentSmallLevelExpInfo$$Equals,"bool Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo__Equals (Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo_o* __this, Il2CppObject* other, const MethodInfo* method);",iiii
REFINE,EquipmentSmallLevelExp,0x116d190,18272656,Cc.Thedream.Mmo.Protocal.EquipmentSmallLevelExpInfo$$Equals,"bool Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo__Equals (Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo_o* __this, Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo_o* other, const MethodInfo* method);",iiii
REFINE,EquipmentSmallLevelExp,0x116d3b0,18273200,Cc.Thedream.Mmo.Protocal.EquipmentSmallLevelExpInfo$$GetHashCode,"int32_t Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo__GetHashCode (Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo_o* __this, const MethodInfo* method);",iii
REFINE,EquipmentSmallLevelExp,0x116d7e0,18274272,Cc.Thedream.Mmo.Protocal.EquipmentSmallLevelExpInfo$$ToString,"System_String_o* Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo__ToString (Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo_o* __this, const MethodInfo* method);",iii
REFINE,EquipmentSmallLevelExp,0x116d850,18274384,Cc.Thedream.Mmo.Protocal.EquipmentSmallLevelExpInfo$$WriteTo,"void Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo__WriteTo (Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo_o* __this, Google_Protobuf_CodedOutputStream_o* output, const MethodInfo* method);",viii
REFINE,EquipmentSmallLevelExp,0x116ce40,18271808,Cc.Thedream.Mmo.Protocal.EquipmentSmallLevelExpInfo$$CalculateSize,"int32_t Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo__CalculateSize (Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo_o* __this, const MethodInfo* method);",iii
REFINE,EquipmentSmallLevelExp,0x116d5c0,18273728,Cc.Thedream.Mmo.Protocal.EquipmentSmallLevelExpInfo$$MergeFrom,"void Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo__MergeFrom (Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo_o* __this, Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo_o* other, const MethodInfo* method);",viii
REFINE,EquipmentSmallLevelExp,0x116d720,18274080,Cc.Thedream.Mmo.Protocal.EquipmentSmallLevelExpInfo$$MergeFrom,"void Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo__MergeFrom (Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo_o* __this, Google_Protobuf_CodedInputStream_o* input, const MethodInfo* method);",viii
REFINE,EquipmentSmallLevelExp,0x116da80,18274944,Cc.Thedream.Mmo.Protocal.EquipmentSmallLevelExpInfo$$.cctor,void Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo___cctor (const MethodInfo* method);,vi
REFINE,EquipmentSmallLevelExp,0x11930c0,18428096,Cc.Thedream.Mmo.Protocal.EquipmentSmallLevelExpInfo.<>c$$.cctor,void Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo___c___cctor (const MethodInfo* method);,vi
REFINE,EquipmentSmallLevelExp,0x1193280,18428544,Cc.Thedream.Mmo.Protocal.EquipmentSmallLevelExpInfo.<>c$$.ctor,"void Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo___c___ctor (Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo___c_o* __this, const MethodInfo* method);",vii
REFINE,EquipmentSmallLevelExp,0x11929f0,18426352,Cc.Thedream.Mmo.Protocal.EquipmentSmallLevelExpInfo.<>c$$<.cctor>b__34_0,"Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo_o* Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo___c____cctor_b__34_0 (Cc_Thedream_Mmo_Protocal_EquipmentSmallLevelExpInfo___c_o* __this, const MethodInfo* method);",iii
REFINE,Refine,0x11710e0,18288864,Cc.Thedream.Mmo.Protocal.EquipmentSummary$$get_RefineLevel,"uint32_t Cc_Thedream_Mmo_Protocal_EquipmentSummary__get_RefineLevel (Cc_Thedream_Mmo_Protocal_EquipmentSummary_o* __this, const MethodInfo* method);",iii
REFINE,Refine,0x1171900,18290944,Cc.Thedream.Mmo.Protocal.EquipmentSummary$$set_RefineLevel,"void Cc_Thedream_Mmo_Protocal_EquipmentSummary__set_RefineLevel (Cc_Thedream_Mmo_Protocal_EquipmentSummary_o* __this, uint32_t value, const MethodInfo* method);",viii
LUCK_PRAY_BLESS,Luck|Lucky,0xde6870,14575728,Cc.Thedream.Mmo.Protocal.GameLuckyDrawInfo$$get_Parser,Google_Protobuf_MessageParser_GameLuckyDrawInfo__o* Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo__get_Parser (const MethodInfo* method);,ii
LUCK_PRAY_BLESS,Luck|Lucky,0xde6740,14575424,Cc.Thedream.Mmo.Protocal.GameLuckyDrawInfo$$get_Descriptor,Google_Protobuf_Reflection_MessageDescriptor_o* Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo__get_Descriptor (const MethodInfo* method);,ii
LUCK_PRAY_BLESS,Luck|Lucky,0xde69a0,14576032,Cc.Thedream.Mmo.Protocal.GameLuckyDrawInfo$$pb::Google.Protobuf.IMessage.get_Descriptor,"Google_Protobuf_Reflection_MessageDescriptor_o* Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo__pb__Google_Protobuf_IMessage_get_Descriptor (Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo_o* __this, const MethodInfo* method);",iii
LUCK_PRAY_BLESS,Luck|Lucky,0xde65e0,14575072,Cc.Thedream.Mmo.Protocal.GameLuckyDrawInfo$$.ctor,"void Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo___ctor (Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo_o* __this, const MethodInfo* method);",vii
LUCK_PRAY_BLESS,Luck|Lucky,0xde6520,14574880,Cc.Thedream.Mmo.Protocal.GameLuckyDrawInfo$$.ctor,"void Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo___ctor (Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo_o* __this, Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo_o* other, const MethodInfo* method);",viii
LUCK_PRAY_BLESS,Luck|Lucky,0xde5880,14571648,Cc.Thedream.Mmo.Protocal.GameLuckyDrawInfo$$Clone,"Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo_o* Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo__Clone (Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo_o* __this, const MethodInfo* method);",iii
LUCK_PRAY_BLESS,Luck|Lucky,0xde66f0,14575344,Cc.Thedream.Mmo.Protocal.GameLuckyDrawInfo$$get_DailyTally,"Google_Protobuf_Collections_RepeatedField_GameLuckyDrawLimit__o* Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo__get_DailyTally (Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo_o* __this, const MethodInfo* method);",iii
LUCK_PRAY_BLESS,Luck|Lucky,0xde6950,14575952,Cc.Thedream.Mmo.Protocal.GameLuckyDrawInfo$$get_SinglePieceTally,"Google_Protobuf_Collections_RepeatedField_GameLuckyDrawLimit__o* Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo__get_SinglePieceTally (Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo_o* __this, const MethodInfo* method);",iii
LUCK_PRAY_BLESS,Luck|Lucky,0xde67d0,14575568,Cc.Thedream.Mmo.Protocal.GameLuckyDrawInfo$$get_LastRefreshTime,"int32_t Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo__get_LastRefreshTime (Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo_o* __this, const MethodInfo* method);",iii
LUCK_PRAY_BLESS,Luck|Lucky,0xde6a90,14576272,Cc.Thedream.Mmo.Protocal.GameLuckyDrawInfo$$set_LastRefreshTime,"void Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo__set_LastRefreshTime (Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo_o* __this, int32_t value, const MethodInfo* method);",viii
LUCK_PRAY_BLESS,Luck|Lucky,0xde66a0,14575264,Cc.Thedream.Mmo.Protocal.GameLuckyDrawInfo$$get_DailyCount,"Google_Protobuf_Collections_RepeatedField_GameLuckyDrawLimit__o* Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo__get_DailyCount (Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo_o* __this, const MethodInfo* method);",iii
LUCK_PRAY_BLESS,Luck|Lucky,0xde5990,14571920,Cc.Thedream.Mmo.Protocal.GameLuckyDrawInfo$$Equals,"bool Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo__Equals (Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo_o* __this, Il2CppObject* other, const MethodInfo* method);",iiii
LUCK_PRAY_BLESS,Luck|Lucky,0xde5b10,14572304,Cc.Thedream.Mmo.Protocal.GameLuckyDrawInfo$$Equals,"bool Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo__Equals (Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo_o* __this, Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo_o* other, const MethodInfo* method);",iiii
LUCK_PRAY_BLESS,Luck|Lucky,0xde5c10,14572560,Cc.Thedream.Mmo.Protocal.GameLuckyDrawInfo$$GetHashCode,"int32_t Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo__GetHashCode (Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo_o* __this, const MethodInfo* method);",iii
LUCK_PRAY_BLESS,Luck|Lucky,0xde6060,14573664,Cc.Thedream.Mmo.Protocal.GameLuckyDrawInfo$$ToString,"System_String_o* Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo__ToString (Cc_Thedream_Mmo_Protocal_GameLuckyDrawInfo_o* __this, const MethodInfo* method);",iii
